;49907;49904;49903;49902;49901;49906;49905;49909;49912;49911;49910;49908
0;0.26772296;2.6780412;0.0;0.0;0.0;0.678108;0.19732472;1.4909203;1.973277;3.1426265;0.16809396;1.922118
1;0.25739536;2.574734;0.0;0.0;0.0;0.53776187;0.15648496;0.9549786;1.2639422;2.0129452;0.10766916;1.2311734
2;0.27884498;2.7892952;0.0;0.0;0.0;0.40505835;0.11786917;1.3770517;1.8225684;2.902609;0.15525584;1.7753167
3;0.2264126;2.2648122;0.0;0.0;0.0;0.35364443;0.10290808;0.8183361;1.083092;1.7249243;0.09226339;1.0550117
4;0.17874677;1.7880096;0.0;0.0;0.0;0.25984874;0.075614184;0.9428325;1.2478666;1.9873433;0.10629975;1.2155145
5;0.15888603;1.5893419;0.0;0.0;0.0;0.201487;0.058631323;0.7803799;1.0328557;1.6449186;0.08798401;1.006078
6;0.05163796;0.5165361;0.0;0.0;0.0;0.1771696;0.051555127;0.36134323;0.4782484;0.7616549;0.040739678;0.46584937
7;0.13187541;1.3191538;0.0;0.0;0.0;0.13548264;0.03942451;0.27783954;0.3677288;0.5856422;0.03132505;0.3581951
8;0.18589665;1.8595301;0.0;0.0;0.0;0.11324959;0.032954846;1.1310954;1.497038;2.384172;0.12752546;1.458226
9;0.1604749;1.6052353;0.0;0.0;0.0;0.09865915;0.02870913;0.32946002;0.43605003;0.6944501;0.037145004;0.42474502
10;0.13346426;1.3350472;0.0;0.0;0.0;0.09240611;0.026889537;0.6725843;0.8901851;1.4177023;0.075830586;0.86710626
11;0.26851737;2.685988;0.0;0.0;0.0;0.17647481;0.051352948;0.44332868;0.58675855;0.9344674;0.049983136;0.5715463
12;0.43137556;4.3150635;0.0;0.0;0.0;1.7091656;0.49735534;0.5587156;0.73947656;1.1776849;0.062992446;0.72030497
13;0.21370171;2.137665;0.0;0.0;0.0;0.36545575;0.10634509;0.5587156;0.73947656;1.1776849;0.062992446;0.72030497
14;0.2423012;2.4237463;0.0;0.0;0.0;0.22233048;0.06469663;0.7484967;0.99065745;1.5777138;0.084389344;0.96497375
15;0.29870573;2.9879627;0.0;0.0;0.0;0.35781312;0.10412114;0.40233597;0.5325035;0.8480612;0.04536141;0.51869786
16;2.018647;20.192589;0.0;0.0;0.0;3.4655764;1.0084587;0.6908033;0.9142985;1.4561051;0.07788469;0.8905944
17;8.2890835;82.91597;0.0;0.0;0.0;8.481213;2.4679742;4.5319734;5.9982;9.55269;0.5109578;5.842691
18;6.5826483;65.846436;0.0;0.0;0.0;7.5064335;2.18432;9.862545;13.053369;20.7887;1.1119536;12.714948
19;9.294038;92.96856;0.0;0.0;0.0;7.441123;2.1653154;21.290403;28.178476;44.876835;2.4003887;27.447924
20;7.052951;70.55089;0.0;0.0;0.0;4.9044714;1.4271673;18.498344;24.483103;38.99161;2.0855978;23.848356
21;4.431331;44.326744;0.0;0.0;0.0;4.013065;1.1677741;11.301845;14.9583235;23.822517;1.2742276;14.570516
22;3.9364014;39.375946;0.0;0.0;0.0;4.2979264;1.2506667;7.064412;9.3499565;14.890674;0.79647785;9.107551
23;3.7536824;37.548203;0.0;0.0;0.0;3.48642;1.014524;5.356382;7.089329;11.290414;0.60390586;6.905532
24;5.189218;51.90791;0.0;0.0;0.0;4.715491;1.3721751;7.0841494;9.37608;14.932277;0.79870313;9.132997
25;3.429555;34.305946;0.0;0.0;0.0;4.110335;1.196079;5.655477;7.4851904;11.920859;0.63762736;7.29113
26;2.473061;24.738108;0.0;0.0;0.0;1.8224151;0.5303102;4.727827;6.257418;9.965519;0.53303933;6.095189
27;1.9828976;19.834988;0.0;0.0;0.0;1.068576;0.3109482;4.495535;5.9499726;9.4758835;0.5068495;5.7957144
28;2.6565745;26.573797;0.0;0.0;0.0;1.5806308;0.45995262;6.1883826;8.190506;13.044141;0.6977098;7.97816
29;2.3284748;23.291807;0.0;0.0;0.0;1.0081298;0.2933588;4.7126446;6.2373238;9.9335165;0.5313276;6.0756154
30;1.1717844;11.721396;0.0;0.0;0.0;0.6926984;0.20157045;3.0638263;4.055064;6.458066;0.34543142;3.949933
31;2.7399895;27.408201;0.0;0.0;0.0;1.557703;0.45328078;3.203505;4.239933;6.7524867;0.3611795;4.130009
32;1.8200395;18.205912;0.0;0.0;0.0;1.4666864;0.42679557;2.7115927;3.5888724;5.7156124;0.30571878;3.4958277
33;5.2932878;52.948925;0.0;0.0;0.0;4.3889427;1.277152;3.929228;5.200449;8.282197;0.4430012;5.0656223
34;1.8970991;18.976742;0.0;0.0;0.0;3.2098963;0.9340576;2.805724;3.713458;5.9140263;0.31633162;3.6171834
35;1.4355352;14.359704;0.0;0.0;0.0;2.59015;0.75371575;1.8628914;2.4655917;3.9266832;0.2100319;2.401669
36;4.43292;44.34264;0.0;0.0;0.0;6.4455;1.8755958;3.4190965;4.5252748;7.206919;0.38548636;4.407953
37;5.12328;51.248333;0.0;0.0;0.0;5.7548857;1.6746318;4.7900753;6.3398056;10.096728;0.54005754;6.1754403
38;6.42694;64.28889;0.0;0.0;0.0;5.412358;1.5749586;6.202047;8.208591;13.072944;0.6992504;7.9957767
39;4.57989;45.812782;0.0;0.0;0.0;5.788235;1.6843363;5.8528495;7.7464185;12.336889;0.6598801;7.545585
40;7.972901;79.75318;0.0;0.0;0.0;9.298973;2.7059367;9.924793;13.135756;20.919909;1.1189718;12.795199
41;6.9035983;69.05691;0.0;0.0;0.0;8.535406;2.4837441;8.521931;11.279026;17.962894;0.96080595;10.986608
42;1.5769439;15.774219;0.0;0.0;0.0;2.702705;0.7864684;3.5329652;4.6759834;7.446937;0.39832452;4.5547543
43;1.8970991;18.976742;0.0;0.0;0.0;2.4289606;0.7068107;2.823943;3.7375715;5.952429;0.31838572;3.6406715
44;2.4817998;24.825521;0.0;0.0;0.0;2.8381877;0.8258929;3.3325562;4.410736;7.0245066;0.3757294;4.296384
45;1.0248148;10.251255;0.0;0.0;0.0;1.2763159;0.3713991;2.5385122;3.3597956;5.3507857;0.28620481;3.2726898
